year,group,eta,paper_id
1930,0,0.6648609082889017,0
1930,1,0.8745826561749597,1
1930,1,0.1851412636003127,2
1930,1,0.14253887554474554,3
1930,1,0.8358979671211842,4
1930,1,0.8535899460076702,5
1930,2,0.6378761507105429,6
1930,0,0.7013773349005347,7
1930,0,0.6446199025028923,8
1930,1,0.6703803107509043,9
1930,0,0.5480566999147097,10
1930,1,0.32407822607616676,11
1930,0,0.6478216767655169,12
1930,2,0.3941052648275767,13
1930,1,0.8603740214400868,14
1930,1,0.9468965241174859,15
1930,2,0.908767404096209,16
1930,0,0.0307302541622958,17
1930,2,0.14103432553749728,18
1930,2,0.2946703940412121,19
1930,1,0.44286870529530775,20
1930,1,0.11632655392513269,21
1930,0,0.4459050341164631,22
1930,2,0.937662411310664,23
1930,1,0.9077155168562093,24
1930,2,0.28425403182231157,25
1930,1,0.3800776263232091,26
1930,2,0.1677123363387606,27
1930,0,0.38384293491828847,28
1930,2,0.45447258349082476,29
1930,0,0.4597134909612959,30
1930,2,0.7434736656835456,31
1930,0,0.8135838887044636,32
1930,1,0.23309011284813375,33
1930,0,0.9572343485521876,34
1930,2,0.09445308647702644,35
1930,0,0.6715171073103539,36
1930,1,0.8887995370933217,37
1930,2,0.18275276427804032,38
1930,1,0.08628773865934447,39
1930,1,0.26583700979340963,40
1930,0,0.08497353958069043,41
1930,2,0.37049448032812804,42
1930,2,0.37285891757093736,43
1930,2,0.03819006792989976,44
1930,0,0.2328958401738872,45
1930,0,0.3919212526119309,46
1930,2,0.23984208905597648,47
1930,2,0.7827583009390595,48
1930,0,0.42542967625379735,49
1930,2,0.26360076149762424,50
1930,2,0.427249561715101,51
1930,0,0.43568123595716846,52
1930,0,0.3143109705739662,53
1930,0,0.6330007601087996,54
1930,2,0.3654315756315004,55
1930,0,0.21330122483128966,56
1930,1,0.5457924278247969,57
1930,1,0.9361788617272495,58
1930,2,0.5892489505935151,59
1930,0,0.34320636294064044,60
1930,1,0.14137693378071925,61
1930,1,0.2041788626267288,62
1930,2,0.5366738767010604,63
1930,1,0.09051930278393083,64
1930,1,0.29533726527947735,65
1930,0,0.8609320131053197,66
1930,2,0.7810724015141037,67
1930,1,0.9422317666178023,68
1930,0,0.31036583167153164,69
1930,0,0.7151707952353454,70
1930,0,0.04644697843917245,71
1930,0,0.7089769914411858,72
1930,0,0.2753681875091919,73
1930,2,0.1585380344659879,74
1930,1,0.0834849256632898,75
1930,2,0.04742304662186081,76
1930,2,0.4509293871898846,77
1930,2,0.9985964394049079,78
1930,0,0.0794443986625527,79
1930,0,0.10639961323378411,80
1930,0,0.9948294626266238,81
1930,2,0.06587526191404802,82
1930,1,0.006720265581771856,83
1930,0,0.7039810708091485,84
1930,0,0.41155441011947924,85
1930,0,0.03536449068873493,86
1930,2,0.9883096576709638,87
1930,0,0.5061089319013357,88
1930,1,0.003890248335819302,89
1930,2,0.7670228391940827,90
1930,0,0.15173346455072545,91
1930,1,0.8679620226645445,92
1930,1,0.7666081274129976,93
1930,2,0.1847630800623964,94
1930,2,0.6050081617451539,95
1930,1,0.635943903357957,96
1930,2,0.4656602344510842,97
1930,2,0.6526081031801791,98
1930,1,0.9915452649945427,99
1931,2,0.8051717252431471,100
1931,1,0.6457966486181765,101
1931,1,0.6762053403817871,102
1931,2,0.12212651462632218,103
1931,0,0.45704523694610766,104
1931,0,0.245631972329714,105
1931,1,0.6488105361247707,106
1931,1,0.6298988552390347,107
1931,0,0.4521613965297292,108
1931,0,0.3564564241799192,109
1931,2,0.9891586736829348,110
1931,2,0.2916288901604617,111
1931,2,0.323164707552151,112
1931,0,0.452886555259266,113
1931,2,0.5218202466358374,114
1931,2,0.6666865067044819,115
1931,1,0.08831721187700392,116
1931,1,0.10270986179278463,117
1931,0,0.19919539009077836,118
1931,2,0.25062919371291414,119
1931,0,0.4045669043250325,120
1931,2,0.9921997389260439,121
1931,1,0.011952502415431665,122
1931,2,0.4736002627987983,123
1931,0,0.2785456117530044,124
1931,1,0.9359331859247708,125
1931,0,0.3050533515821934,126
1931,1,0.21165078292752748,127
1931,1,0.6703499980675163,128
1931,1,0.8666513967051925,129
1931,2,0.8019361329428643,130
1931,0,0.039279916787995695,131
1931,1,0.6143551694628159,132
1931,0,0.26268689567971737,133
1931,2,0.7053132223930151,134
1931,1,0.9175115533255982,135
1931,2,0.4763231234162385,136
1931,2,0.9098607322642771,137
1931,1,0.9981816472112044,138
1931,0,0.44314904781717546,139
1931,1,0.10966827829932957,140
1931,2,0.878477983065897,141
1931,1,0.07717703631715722,142
1931,2,0.20153378690318946,143
1931,2,0.20237894546733393,144
1931,1,0.6678046660997227,145
1931,2,0.4164724067619898,146
1931,0,0.8195166011913503,147
1931,2,0.5544747920426651,148
1931,2,0.9924898255246879,149
1931,2,0.04429460660903106,150
1931,2,0.9315824149942845,151
1931,0,0.6918836922241801,152
1931,0,0.6183887730734641,153
1931,2,0.5387779627415179,154
1931,2,0.7001641041714595,155
1931,1,0.09366823994898299,156
1931,2,0.8027032353513915,157
1931,1,0.8110998145897975,158
1931,2,0.27085552001856494,159
1931,1,0.2781651395059692,160
1931,0,0.03479572569533251,161
1931,2,0.3450396893813803,162
1931,2,0.7514150478292824,163
1931,2,0.45721480038417484,164
1931,1,0.26139474666259865,165
1931,1,0.9342777620423935,166
1931,2,0.023025474406442314,167
1931,0,0.3915290685291092,168
1931,2,0.11455451589588062,169
1931,1,0.22129093136690015,170
1931,2,0.7369836363430441,171
1931,2,0.44494949022637553,172
1931,2,0.5314946146851823,173
1931,0,0.6773866145317043,174
1931,2,0.3726529214585701,175
1931,1,0.646765693311512,176
1931,1,0.8932212260518329,177
1931,0,0.9109041691642185,178
1931,1,0.10661267647715267,179
1931,2,0.09087423426655616,180
1931,0,0.7636387554008769,181
1931,2,0.12348432552913724,182
1931,1,0.8742177527893902,183
1931,0,0.19846537544677345,184
1931,0,0.4836549520560828,185
1931,0,0.7630235669078512,186
1931,1,0.8579351868830083,187
1931,1,0.7920953375952436,188
1931,2,0.46336382094888284,189
1931,1,0.4567319093200354,190
1931,0,0.5684053989049083,191
1931,1,0.0666006351689955,192
1931,1,0.044499223017910094,193
1931,1,0.03277651336347531,194
1931,0,0.9927772209912191,195
1931,0,0.356039263868025,196
1931,2,0.2232465312106805,197
1931,2,0.32868755895139856,198
1931,2,0.8950125867903218,199
1932,2,0.45079495945606274,200
1932,0,0.03438185891728418,201
1932,2,0.6843900608721195,202
1932,2,0.6513161960138014,203
1932,0,0.1826529110373034,204
1932,2,0.010257306140795674,205
1932,0,0.6458488647575495,206
1932,1,0.4911662662989247,207
1932,0,0.4982481486147735,208
1932,1,0.1110472963367517,209
1932,1,0.721844715008593,210
1932,2,0.5287800161210898,211
1932,1,0.4502812825730701,212
1932,0,0.10254714515568819,213
1932,0,0.34080210427669966,214
1932,1,0.741994861437018,215
1932,1,0.028093851976766615,216
1932,0,0.5443403042969547,217
1932,0,0.675606947120169,218
1932,1,0.05268560241617204,219
1932,2,0.24598599088493678,220
1932,2,0.9107846393336152,221
1932,2,0.04814664925348966,222
1932,2,0.003921449902997254,223
1932,1,0.5191396064689208,224
1932,1,0.6032531643433447,225
1932,1,0.03564987660301899,226
1932,0,0.5403747468191844,227
1932,0,0.9251845221988747,228
1932,2,0.5372505643209785,229
1932,1,0.6547047119098786,230
1932,1,0.3962743146401685,231
1932,1,0.4992888674056418,232
1932,2,0.9832151715758201,233
1932,0,0.4744299488087329,234
1932,1,0.9357631628225006,235
1932,1,0.4159795203851009,236
1932,2,0.7946940045611056,237
1932,1,0.004953683388518093,238
1932,0,0.6596020594966729,239
1932,1,0.6705318000987202,240
1932,0,0.506637917441387,241
1932,1,0.27190826111613053,242
1932,1,0.9330160893749859,243
1932,1,0.6580610385648937,244
1932,1,0.14614847700203537,245
1932,1,0.8458222003348796,246
1932,0,0.9555985808847045,247
1932,0,0.6510004926042038,248
1932,1,0.21025737384661702,249
1932,2,0.5063444451502815,250
1932,2,0.8838964373598667,251
1932,0,0.25574094525572455,252
1932,1,0.2677119023192257,253
1932,2,0.08820680710855322,254
1932,0,0.7434273962098343,255
1932,2,0.662737937207772,256
1932,1,0.902569532040599,257
1932,2,0.9375091754536863,258
1932,0,0.057523415872169914,259
1932,2,0.22680553696010752,260
1932,1,0.3892659740948833,261
1932,0,0.9762008179759069,262
1932,2,0.9035414782787379,263
1932,1,0.9585728132608539,264
1932,1,0.4945845716916628,265
1932,1,0.494431856836996,266
1932,0,0.5879742157634626,267
1932,0,0.8539192089398141,268
1932,0,0.053048699474575134,269
1932,2,0.5816417065724604,270
1932,2,0.06182940460979347,271
1932,2,0.885545084090677,272
1932,0,0.572331337503463,273
1932,2,0.8493355664473705,274
1932,0,0.31562915887388177,275
1932,2,0.6757918584514555,276
1932,2,0.30484966127502167,277
1932,2,0.6296878917937178,278
1932,0,0.8275208764948137,279
1932,1,0.08042913788093431,280
1932,1,0.03780612824136764,281
1932,0,0.3325360834884704,282
1932,0,0.5392406779033826,283
1932,2,0.6780580449103772,284
1932,1,0.9577015820426125,285
1932,0,0.016683462130230975,286
1932,0,0.6439210656051628,287
1932,0,0.39061506147515224,288
1932,1,0.8994367193504559,289
1932,0,0.4174933267156803,290
1932,2,0.40174163853032274,291
1932,1,0.3266428783139419,292
1932,2,0.48532032054006224,293
1932,2,0.7267057380189967,294
1932,1,0.2915940105558832,295
1932,2,0.04126950466930057,296
1932,1,0.8720506849436565,297
1932,1,0.8877346453909596,298
1932,0,0.7399386009706256,299
1933,2,0.9993506974605658,300
1933,1,0.32518357885317284,301
1933,1,0.19125856958853726,302
1933,0,0.41629663960092567,303
1933,1,0.7767325974513144,304
1933,0,0.884014177759074,305
1933,1,0.48036906966806137,306
1933,0,0.21070447066521925,307
1933,0,0.6500289567601077,308
1933,0,0.3222992236523611,309
1933,1,0.8170253627670739,310
1933,2,0.22172693853197623,311
1933,2,0.45582689068358373,312
1933,0,0.23335216406401538,313
1933,1,0.22810397664901183,314
1933,1,0.5078729799703156,315
1933,0,0.8363620630442536,316
1933,2,0.8427352241060119,317
1933,1,0.7809394779994752,318
1933,0,0.5852177714889053,319
1933,0,0.43097242948195513,320
1933,2,0.6718118661098408,321
1933,0,0.31889657359786305,322
1933,0,0.11775154317130065,323
1933,2,0.5509771044724013,324
1933,2,0.4519797685024264,325
1933,2,0.6052138958351754,326
1933,2,0.2706922881951891,327
1933,0,0.8718162679163117,328
1933,0,0.23428022892988443,329
1933,0,0.3523875736238997,330
1933,0,0.3564468649947189,331
1933,1,0.5617647360784404,332
1933,0,0.7022260900897793,333
1933,2,0.45057066937389567,334
1933,1,0.772507601940307,335
1933,1,0.1636903468996892,336
1933,0,0.06122822724748478,337
1933,2,0.0027530101059811685,338
1933,2,0.2305012194316367,339
1933,1,0.5971212015806143,340
1933,2,0.7746838460688263,341
1933,0,0.4815238610615268,342
1933,2,0.15445665437766765,343
1933,1,0.8809145693797482,344
1933,1,0.7622539446750705,345
1933,2,0.2149654529496564,346
1933,1,0.9983278055147164,347
1933,1,0.2957739859520465,348
1933,1,0.7601802931794402,349
1933,2,0.5216449811026752,350
1933,1,0.42963761277019197,351
1933,2,0.9048099359819117,352
1933,1,0.47027754906985497,353
1933,0,0.5723545950861249,354
1933,1,0.3911398468865257,355
1933,1,0.48908030751397846,356
1933,1,0.5795165931568835,357
1933,0,0.6483734566345838,358
1933,0,0.07132131286947863,359
1933,2,0.9448649874261239,360
1933,1,0.7245157735763236,361
1933,0,0.531112570039007,362
1933,2,0.11695134543832686,363
1933,2,0.17543877323873802,364
1933,2,0.9719259073640591,365
1933,1,0.009763276857254866,366
1933,0,0.12196563954494977,367
1933,0,0.2595619484328969,368
1933,2,0.2082690378277916,369
1933,0,0.20617614791182337,370
1933,0,0.09281800659201356,371
1933,1,0.4084594434871889,372
1933,0,0.742474686792215,373
1933,2,0.16788547598046277,374
1933,1,0.04019704734318397,375
1933,2,0.8100408833181048,376
1933,1,0.8600830292888872,377
1933,0,0.07988409406546404,378
1933,1,0.8061581048714663,379
1933,1,0.8532551416253781,380
1933,1,0.03743776703849466,381
1933,0,0.5831189173640882,382
1933,2,0.2734923290405703,383
1933,2,0.11886863426668492,384
1933,0,0.9406407230125925,385
1933,1,0.0833799474436604,386
1933,2,0.766786208106231,387
1933,0,0.38076362629138694,388
1933,2,0.184089445280052,389
1933,2,0.08960028316531776,390
1933,0,0.24202082936265867,391
1933,0,0.1637940965336242,392
1933,0,0.54255659076828,393
1933,2,0.7320685774388929,394
1933,2,0.1637845238871487,395
1933,1,0.2555830240095499,396
1933,0,0.7332768041106086,397
1933,1,0.8437852343259382,398
1933,0,0.4401993642284664,399
1934,0,0.22796691686072423,400
1934,2,0.16494037023521269,401
1934,0,0.31679710518919535,402
1934,2,0.7916808548081702,403
1934,2,0.7355932995751466,404
1934,0,0.6231184684653767,405
1934,2,0.899560339521031,406
1934,1,0.9996652440331834,407
1934,0,0.09557165186954175,408
1934,0,0.8656945682659154,409
1934,1,0.4002456808508903,410
1934,1,0.31829132108368907,411
1934,1,0.09768526439495362,412
1934,1,0.3984999190412881,413
1934,0,0.012241923045878234,414
1934,0,0.3845334300323895,415
1934,1,0.9139385413903843,416
1934,0,0.47091664636166397,417
1934,1,0.5987161099107948,418
1934,2,0.05170730097841503,419
1934,0,0.8530822986964671,420
1934,1,0.5692157843782467,421
1934,1,0.011480445372598846,422
1934,1,0.29409476771947174,423
1934,0,0.821447895183866,424
1934,2,0.21058011949408384,425
1934,2,0.28050411580698986,426
1934,0,0.40801500725737194,427
1934,0,0.2194210605228053,428
1934,0,0.1251621960693492,429
1934,1,0.249977117622191,430
1934,2,0.7583733968050659,431
1934,0,0.27126152496285705,432
1934,0,0.6036154019251302,433
